PARENTUNID,Name,Stage,Status,FacilityType,DocumentID,AssignedTo,Address,City,County,State,Zip,PHF,PHFCooked,PHFRaw,Database,HSUNID,FacilityName,FacilityType,InspectionType,InspectedBy,InspectionDate,NumCritical,NumNonCritical,TimeSpent,Enforcement,NonSmoking,UNID
6078778F8BB78FD288256B6C007F1763,William Monroe High School,Active,Permitted,Public Middle or High School Food Service,EBIE-57R2WJ,Pamela Burke,5 Monroe Drive,Stanardsville,Greene,Virginia,22973,Yes,No,No,Thomas Jefferson,EA85A43686943BEC85257862005B0F0A,William Monroe High School,Public Middle or High School Food Service,Risk Factor Assessment,Pamela Burke,3/29/2011 12:00:00 AM,0,0,0,,Smoke Free,EA85A43686943BEC85257862005B0F0A
609654731D15BE5F88256B6C007EB624,Bamboo House Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2AF,Eric S. Myers,4831 Seminole Trail,Charlottesville,Albemarle,Virginia,22911,Yes,No,Yes,Thomas Jefferson,783E010F064A4345852577EB00592996,Bamboo House Restaurant,Full Service Restaurant,Critical Procedures,Eric S. Myers,11/29/2010 12:00:00 AM,0,0,1,,Smoke Free,783E010F064A4345852577EB00592996
609654731D15BE5F88256B6C007EB624,Bamboo House Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2AF,Eric S. Myers,4831 Seminole Trail,Charlottesville,Albemarle,Virginia,22911,Yes,No,Yes,Thomas Jefferson,8917CA196D9498BC852578D8005F9C06,Bamboo House Restaurant,Full Service Restaurant,Routine,Eric S. Myers,7/21/2011 12:00:00 AM,0,1,1.1,,Smoke Free,8917CA196D9498BC852578D8005F9C06
60BAB48479D8938C8525732400552644,Solid Grounds Coffee House,Active,Permitted,Full Service Restaurant,PBRE-7QNNYT,Abdugheni Ubul,121 West Main Street,Louisa,Louisa,VA,23093,Yes,No,No,Thomas Jefferson,D82673E4B77B0DE0852577BC004F4224,Solid Grounds Coffee House,Full Service Restaurant,Routine,Roy Crewz,10/14/2010 12:00:00 AM,2,3,0,,Smoke Free,D82673E4B77B0DE0852577BC004F4224
60BAB48479D8938C8525732400552644,Solid Grounds Coffee House,Active,Permitted,Full Service Restaurant,PBRE-7QNNYT,Abdugheni Ubul,121 West Main Street,Louisa,Louisa,VA,23093,Yes,No,No,Thomas Jefferson,8239D6D638A2E4208525787A0064EF7A,Solid Grounds Coffee House,Full Service Restaurant,Routine,Archer Campbell,12/4/11 0:00,3,3,0,,Smoke Free,8239D6D638A2E4208525787A0064EF7A
60BAB48479D8938C8525732400552644,Solid Grounds Coffee House,Active,Permitted,Full Service Restaurant,PBRE-7QNNYT,Abdugheni Ubul,121 West Main Street,Louisa,Louisa,VA,23093,Yes,No,No,Thomas Jefferson,06A2017DB5B5777E8525787A00661DC8,Solid Grounds Coffee House,Full Service Restaurant,Follow-up,Archer Campbell,4/21/2011 12:00:00 AM,0,0,1.8,,Smoke Free,06A2017DB5B5777E8525787A00661DC8
60DE8FEE8C533CA085256D4400633E84,JABA Greene Foodservice,Active,Permitted,Adult Day Care Food Service,TBAN-5NGPZR,Pamela Burke,222B Main St,Stanardsville,Greene,VA,22973,Yes,No,Yes,Thomas Jefferson,C28568C5609534C58525784D005EB70B,JABA Greene Foodservice,Adult Day Care Food Service,Routine,Pamela Burke,8/3/11 0:00,0,0,0,,Smoke Free,C28568C5609534C58525784D005EB70B
614A97D45E1A2EAA852574260053AB00,El Vaquero West II,Active,Permitted,Full Service Restaurant,PALE-7DJKXB,Eric Stutz,102 Joshua Lane,Palmyra,Fluvanna,VA,22963,Yes,Yes,Yes,Thomas Jefferson,CFF9930663D991B38525780F006D10C8,El Vaquero West II,Full Service Restaurant,Risk Factor Assessment,Eric Stutz,5/1/11 0:00,0,0,0,,Smoke Free,CFF9930663D991B38525780F006D10C8
614A97D45E1A2EAA852574260053AB00,El Vaquero West II,Active,Permitted,Full Service Restaurant,PALE-7DJKXB,Eric Stutz,102 Joshua Lane,Palmyra,Fluvanna,VA,22963,Yes,Yes,Yes,Thomas Jefferson,EA685E8D8241AE58852578AF006C80C8,El Vaquero West II,Full Service Restaurant,Routine,Eric Stutz,6/14/2011 12:00:00 AM,3,5,0,,Smoke Free,EA685E8D8241AE58852578AF006C80C8
61963A596A9B270988256B6C007EBAEB,Broadus Wood Elementary School,Active,Permitted,Public Elementary School Food Service,EBIE-57R2BN,Eric S. Myers,185 Buck Mountain Road,Earlysville,Albemarle,Virginia,22936,Yes,No,Yes,Thomas Jefferson,211AF2C2361EA16685257824005BB7C7,Broadus Wood Elementary School,Public Elementary School Food Service,Routine,Eric S. Myers,1/24/2011 12:00:00 AM,0,1,0,,Smoke Free,211AF2C2361EA16685257824005BB7C7
61963A596A9B270988256B6C007EBAEB,Broadus Wood Elementary School,Active,Permitted,Public Elementary School Food Service,EBIE-57R2BN,Eric S. Myers,185 Buck Mountain Road,Earlysville,Albemarle,Virginia,22936,Yes,No,Yes,Thomas Jefferson,0DB02BB992F75E18852577C3005F1EF3,Broadus Wood Elementary School,Public Elementary School Food Service,Routine,Eric S. Myers,4/10/10 0:00,1,2,1,,Smoke Free,0DB02BB992F75E18852577C3005F1EF3
61EF2A5E8A09544C8525787D00568AB1,Afghan Kabob Palace,Active,Permitted,Full Service Restaurant/Caterer,CTIY-8G9LW5,Pamela Burke,400 Emmett Street,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,33001FCECAF90D8B852578B00069E262,Afghan Kabob Palace,Full Service Restaurant/Caterer,Routine,Pamela Burke,6/15/2011 12:00:00 AM,2,4,0,,Smoke Free,33001FCECAF90D8B852578B00069E262
61EF2A5E8A09544C8525787D00568AB1,Afghan Kabob Palace,Active,Permitted,Full Service Restaurant/Caterer,CTIY-8G9LW5,Pamela Burke,400 Emmett Street,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,85B99D5F0FD56FDA852578840054B184,Afghan Kabob Palace,Full Service Restaurant/Caterer,Routine,Pamela Burke,2/5/11 0:00,0,0,1.1,,Smoke Free,85B99D5F0FD56FDA852578840054B184
62BACAC384BC1BA785256E770048EB53,ABC Preschool - Palmyra,Active,Permitted,Child Care Food Service,MMIR-5Y3HNC,Eric Stutz,64 Toby way Road,Palmyra,Fluvanna,VA,22963,Yes,Yes,No,Thomas Jefferson,ABAC49341D360A4C8525780F005002FA,ABC Preschool - Palmyra,Child Care Food Service,Routine,Eric Stutz,5/1/11 0:00,0,0,0.8,,Smoke Free,ABAC49341D360A4C8525780F005002FA
62BACAC384BC1BA785256E770048EB53,ABC Preschool - Palmyra,Active,Permitted,Child Care Food Service,MMIR-5Y3HNC,Eric Stutz,64 Toby way Road,Palmyra,Fluvanna,VA,22963,Yes,Yes,No,Thomas Jefferson,FCB9DE96E25C262B852578D500485555,ABC Preschool - Palmyra,Child Care Food Service,Routine,Eric Stutz,7/22/2011 12:00:00 AM,0,0,0.5,,Smoke Free,FCB9DE96E25C262B852578D500485555
62C14F396775BF018525732B00546AFE,Beer Run,Active,Permitted,Fast Food Restaurant,SWAS-75PL4X,Abdugheni Ubul,156 Carlton Road #203,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,837D9185FB8212548525784D006387FC,Beer Run,Fast Food Restaurant,Routine,Roy Crewz,8/3/11 0:00,2,5,0,,Smoke Free,837D9185FB8212548525784D006387FC
633342626BEDD5F7852571B600461929,Java Java - Downtown Mall,Active,Permitted,Fast Food Restaurant,SWAS-7MFLZG,Kelly Donahoe,421 East Main Street #1st Floor,Charlottesville,Charlottesville City,VA,22902,Yes,No,No,Thomas Jefferson,4129A8ACA36784A38525784E00649FC9,Java Java - Downtown Mall,Fast Food Restaurant,Routine,Kelly Donahoe,9/3/11 0:00,1,1,0.5,,Smoke Free,4129A8ACA36784A38525784E00649FC9
6388E4C6B721E23385257554005EF688,"Patisserie Royal, LLC",Active,Pending,Full Service Restaurant,DALS-7NYNG2,Abdugheni Ubul,101 Elm Street,Louisa,Louisa,VA,23093,Yes,Yes,Yes,Thomas Jefferson,510CE073B906024C8525789B005F0AC2,"Patisserie Royal, LLC",Full Service Restaurant,Routine,Archer Campbell,5/25/2011 12:00:00 AM,0,4,1,,Smoke Free,510CE073B906024C8525789B005F0AC2
63D351A57117C65788256B6C007ED593,Greene County Youth Center,Active,Permitted,Seasonal Fast Food Restaurant,EBIE-57R2HF,Pamela Burke,175 Sassafras Lane,Ruckersville,Greene,Virginia,22968,Yes,No,No,Thomas Jefferson,78C3C4C8BE19E60985257856004B0C82,Greene County Youth Center,Seasonal Fast Food Restaurant,Routine,Pamela Burke,3/17/2011 12:00:00 AM,0,0,0,,Smoke Free,78C3C4C8BE19E60985257856004B0C82
640A16AA055F52CB88256B6C007EFF95,"Spudnut Shop, The",Active,Permitted,Fast Food Restaurant,EBIE-57R2RZ,Reed Cranford,309 Avon Street,Charlottesville,Charlottesville City,VA,22902,Yes,No,No,Thomas Jefferson,5F8641CDFE9B82838525781C0062DDC0,"Spudnut Shop, The",Fast Food Restaurant,Routine,Reed Cranford,1/18/2011 12:00:00 AM,0,0,0,,Smoke Free,5F8641CDFE9B82838525781C0062DDC0
64C277BA30A1A3A488256B6C007EBFBD,Chandler's Ice Cream,Active,Permitted,Seasonal Fast Food Restaurant,MNAR-5RGPUB,Pamela Burke,921 River Road,Charlottesville,Charlottesville City,Virginia,22911,Yes,No,No,Thomas Jefferson,44E4652C567F15118525787000705143,Chandler's Ice Cream,Seasonal Fast Food Restaurant,Routine,Pamela Burke,12/4/11 0:00,0,2,0,,Smoke Free,44E4652C567F15118525787000705143
64F466DEC5E749048525708B004A7097,Veritas,Active,Permitted,Other Food Service,LOLR-6GPJGF,Reed Cranford,151 Veritas Lane,Afton,Nelson,VA,22920,Yes,Yes,Yes,Thomas Jefferson,4569BA90A3DB56D4852577F50066AD1C,Veritas,Other Food Service,Risk Factor Assessment,Reed Cranford,10/12/10 0:00,1,0,0,,Smoke Free,4569BA90A3DB56D4852577F50066AD1C
64F466DEC5E749048525708B004A7097,Veritas,Active,Permitted,Other Food Service,LOLR-6GPJGF,Reed Cranford,151 Veritas Lane,Afton,Nelson,VA,22920,Yes,Yes,Yes,Thomas Jefferson,C4F040ACBDB658E985257886005CE24E,Veritas,Other Food Service,Routine,Reed Cranford,4/5/11 0:00,1,2,0,,Outdoor smoking area,C4F040ACBDB658E985257886005CE24E
64F466DEC5E749048525708B004A7097,Veritas,Active,Permitted,Other Food Service,LOLR-6GPJGF,Reed Cranford,151 Veritas Lane,Afton,Nelson,VA,22920,Yes,Yes,Yes,Thomas Jefferson,8040B99AF7850207852578F800555771,Veritas,Other Food Service,Risk Factor Assessment,Reed Cranford,8/26/2011 12:00:00 AM,0,1,0,,Outdoor smoking area,8040B99AF7850207852578F800555771
655D85CAF37C6CE088256B6C007F0FC3,Malcolm Cole Child Care Center,Active,Permitted,Child Care Food Service,SWAS-6VQSKY,Kelly Donahoe,839 Estes Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,No,Thomas Jefferson,A4716CB02AFABFC58525781000554E4F,Malcolm Cole Child Care Center,Child Care Food Service,Routine,Kelly Donahoe,6/1/11 0:00,0,0,0.8,,Smoke Free,A4716CB02AFABFC58525781000554E4F
65AD0B283552B88688256B6C007ED647,Guadalajara Mexican Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2HL,Abdugheni Ubul,395 Greenbrier Drive,Charlottesville,Albemarle,Virginia,22902,Yes,Yes,Yes,Thomas Jefferson,1F7304761C338983852577CF0050D508,Guadalajara Mexican Restaurant,Full Service Restaurant,Routine,Roy Crewz,2/11/10 0:00,1,2,0,,Smoke Free,1F7304761C338983852577CF0050D508
65AD0B283552B88688256B6C007ED647,Guadalajara Mexican Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2HL,Abdugheni Ubul,395 Greenbrier Drive,Charlottesville,Albemarle,Virginia,22902,Yes,Yes,Yes,Thomas Jefferson,C2BC21C8355A30E08525784F005A8F13,Guadalajara Mexican Restaurant,Full Service Restaurant,Routine,Roy Crewz,10/3/11 0:00,0,0,0,,Smoke Free,C2BC21C8355A30E08525784F005A8F13
65B8DFCB5C6A982788256B6C007EDAD1,Hong Kong Restaurant,Active,Permitted,Full Service Restaurant,RROH-5G9M9Y,Pamela Burke,8837 Seminole Trail,Ruckersville,Greene,Virginia,22968,Yes,Yes,Yes,Thomas Jefferson,CAE5C12A86347957852577D20058480A,Hong Kong Restaurant,Full Service Restaurant,Risk Factor Assessment,Pamela Burke,5/11/10 0:00,0,0,0,,Smoke Free,CAE5C12A86347957852577D20058480A
65B8DFCB5C6A982788256B6C007EDAD1,Hong Kong Restaurant,Active,Permitted,Full Service Restaurant,RROH-5G9M9Y,Pamela Burke,8837 Seminole Trail,Ruckersville,Greene,Virginia,22968,Yes,Yes,Yes,Thomas Jefferson,D025EDA2A40433E7852578B1006D06E6,Hong Kong Restaurant,Full Service Restaurant,Routine,Pamela Burke,6/16/2011 12:00:00 AM,0,4,0,,Smoke Free,D025EDA2A40433E7852578B1006D06E6
65C37774B574838C88256B6C007F0F99,UVA - HealthSouth Rehabilation Hospital,Active,Permitted,Hospital Food Service,EBIE-57R2V4,Archer Campbell,515 Ray C Hunt Drive,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,7264DBF0A145768F852577C30059237E,UVA - HealthSouth Rehabilation Hospital,Hospital Food Service,Routine,Archer Campbell,10/21/2010 12:00:00 AM,1,2,0,,Smoke Free,7264DBF0A145768F852577C30059237E
65C37774B574838C88256B6C007F0F99,UVA - HealthSouth Rehabilation Hospital,Active,Permitted,Hospital Food Service,EBIE-57R2V4,Archer Campbell,515 Ray C Hunt Drive,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,27EC87478C0826168525785700596C56,UVA - HealthSouth Rehabilation Hospital,Hospital Food Service,Routine,Archer Campbell,3/18/2011 12:00:00 AM,0,2,0,,Smoke Free,27EC87478C0826168525785700596C56
65C37774B574838C88256B6C007F0F99,Higher Grounds at UVA Fontaine,Active,Permitted,Other Food Service,MNAR-7XRMQQ,Kelly Donahoe,515 Ray C Hunt Drive,Charlottesville,Charlottesville City,VA,22903,Yes,No,No,Thomas Jefferson,DE223EDD44B4488A85257832005205CA,Higher Grounds at UVA Fontaine,Other Food Service,Routine,Kelly Donahoe,9/2/11 0:00,0,0,0.8,,Smoke Free,DE223EDD44B4488A85257832005205CA
6673D3324E50524C8525733F004B2C88,The Tavern at Spring Creek,Active,Permitted,Full Service Restaurant,DCOS-8HMGD2,Archer Campbell,181 Clubhouse Way,Gordonsville,Louisa,VA,22942,Yes,Yes,Yes,Thomas Jefferson,0E7DE9245E1A367C852578A8004D9C33,The Tavern at Spring Creek,Full Service Restaurant,Routine,Archer Campbell,7/6/11 0:00,4,3,1,,Smoke Free,0E7DE9245E1A367C852578A8004D9C33
66DBDCA9ACF820F485256D510044A1D2,Panda Garden,Active,Permitted,Full Service Restaurant,MNAR-65YQWU,Abdugheni Ubul,400 Main Street,Louisa,Louisa,VA,23093,,,,,,,,,,,,,,,,
66FCADA1D839682588256B6C007EBCC5,Buffalo Wild Wings Grill & Bar,Active,Permitted,Full Service Restaurant,EBIE-57R2C4,Eric Stutz,1935 Arlington Boulevard,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,Yes,Thomas Jefferson,9DB2D024039EEAC485257822005985E9,Buffalo Wild Wings Grill & Bar,Full Service Restaurant,Routine,Eric Stutz,1/24/2011 12:00:00 AM,0,1,0.9,,Smoke Free,9DB2D024039EEAC485257822005985E9
66FCADA1D839682588256B6C007EBCC5,Buffalo Wild Wings Grill & Bar,Active,Permitted,Full Service Restaurant,EBIE-57R2C4,Eric Stutz,1935 Arlington Boulevard,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,Yes,Thomas Jefferson,FE69E2DE2FC4AF29852578E100538AA6,Buffalo Wild Wings Grill & Bar,Full Service Restaurant,Critical Procedures,Eric Stutz,3/8/11 0:00,0,0,0.8,,Smoke Free,FE69E2DE2FC4AF29852578E100538AA6
671DF22048BD856A88256B6C007EF7E5,Riverside Lunch,Active,Permitted,Full Service Restaurant,SWAS-79CHDN,Pamela Burke,1429 Hazel Street,Charlottesville,Charlottesville City,Virginia,22902,Yes,No,Yes,Thomas Jefferson,B569FE944C94D066852577920066F6C6,Riverside Lunch,Full Service Restaurant,Routine,Pamela Burke,2/9/10 0:00,1,2,0,,Smoke Free,B569FE944C94D066852577920066F6C6
671DF22048BD856A88256B6C007EF7E5,Riverside Lunch,Active,Permitted,Full Service Restaurant,SWAS-79CHDN,Pamela Burke,1429 Hazel Street,Charlottesville,Charlottesville City,Virginia,22902,Yes,No,Yes,Thomas Jefferson,D80678E643933E088525788700537664,Riverside Lunch,Full Service Restaurant,Risk Factor Assessment,Pamela Burke,5/5/11 0:00,1,1,0,,Smoke Free,D80678E643933E088525788700537664
67A4C3629E4645BF852571C00058C599,Coach's Grill,Active,Permitted,Full Service Restaurant,RROH-6SCM37,Pamela Burke,8287 D Seminole Trl,Ruckersville,Greene,VA,22968,Yes,No,Yes,Thomas Jefferson,5B1239750EFDA1A4852577D2005BDC11,Coach's Grill,Full Service Restaurant,Routine,Pamela Burke,5/11/10 0:00,0,3,0,,Smoke Free,5B1239750EFDA1A4852577D2005BDC11
67A4C3629E4645BF852571C00058C599,Coach's Grill,Active,Permitted,Full Service Restaurant,RROH-6SCM37,Pamela Burke,8287 D Seminole Trl,Ruckersville,Greene,VA,22968,Yes,No,Yes,Thomas Jefferson,EFCEFA4B31DA34B3852578DB00623E04,Coach's Grill,Full Service Restaurant,Risk Factor Assessment,Pamela Burke,7/28/2011 12:00:00 AM,1,0,0,,Smoke Free,EFCEFA4B31DA34B3852578DB00623E04
68333EF4B1EB15F588256B6C007ED5B7,Three - A Kitchen and Lounge,Active,Permitted,Full Service Restaurant,DCHL-6NXQ3E,Eric Stutz,1517 University Avenue,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,503D5B78084B2303852577A70063B08C,Three - A Kitchen and Lounge,Full Service Restaurant,Risk Factor Assessment,Eric Stutz,9/23/2010 12:00:00 AM,1,0,0,,Outdoor smoking area,503D5B78084B2303852577A70063B08C
68333EF4B1EB15F588256B6C007ED5B7,Three - A Kitchen and Lounge,Active,Permitted,Full Service Restaurant,DCHL-6NXQ3E,Eric Stutz,1517 University Avenue,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,887382922D506989852578BC0065BA8E,Three - A Kitchen and Lounge,Full Service Restaurant,Routine,Eric Stutz,6/27/2011 12:00:00 AM,0,3,0,,Smoke Free,887382922D506989852578BC0065BA8E
68333EF4B1EB15F588256B6C007ED5B7,Three - A Kitchen and Lounge,Active,Permitted,Full Service Restaurant,DCHL-6NXQ3E,Eric Stutz,1517 University Avenue,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,E06106AD62634981852578300073D74D,Three - A Kitchen and Lounge,Full Service Restaurant,Critical Procedures,Eric Stutz,7/2/11 0:00,0,0,1.2,,Smoke Free,E06106AD62634981852578300073D74D
689189553440D7D788256B6C007EE797,McDonald's of Louisa,Active,Permitted,Fast Food Restaurant,EBIE-57R2MA,Abdugheni Ubul,406 East Main Street,Louisa,Louisa,VA,23093,Yes,No,No,Thomas Jefferson,CCEC7EF37B2022F085257847006B662E,McDonald's of Louisa,Fast Food Restaurant,Routine,Roy Crewz,2/3/11 0:00,1,4,0,,Smoke Free,CCEC7EF37B2022F085257847006B662E
6894AF5AAF003484852573450054B356,"Java Depot & Deli, LLC",Active,Permitted,Full Service Restaurant,DHIL-8AEHDD,Reed Cranford,80 Mosby's Run,Roseland,Nelson,VA,22967,Yes,No,Yes,Thomas Jefferson,2912B761338386048525788700518346,"Java Depot & Deli, LLC",Full Service Restaurant,Risk Factor Assessment,Reed Cranford,4/5/11 0:00,2,1,0,,Outdoor smoking area,2912B761338386048525788700518346
6894AF5AAF003484852573450054B356,"Java Depot & Deli, LLC",Active,Permitted,Full Service Restaurant,DHIL-8AEHDD,Reed Cranford,80 Mosby's Run,Roseland,Nelson,VA,22967,Yes,No,Yes,Thomas Jefferson,8E763A55FBC71884852577C200567A67,Java Depot & Cafe,Full Service Restaurant,Routine,Archer Campbell,10/19/2010 12:00:00 AM,1,4,2,,Smoke Free,8E763A55FBC71884852577C200567A67
6894AF5AAF003484852573450054B356,"Java Depot & Deli, LLC",Active,Permitted,Full Service Restaurant,DHIL-8AEHDD,Reed Cranford,80 Mosby's Run,Roseland,Nelson,VA,22967,Yes,No,Yes,Thomas Jefferson,097CE835775EB2E3852577E0004B04F5,Java Depot & Cafe,Full Service Restaurant,Follow-up,Reed Cranford,11/19/2010 12:00:00 AM,2,1,1.3,,Outdoor smoking area,097CE835775EB2E3852577E0004B04F5
689C30B451E3D740852574C00045728F,Asian Fusion,Active,Permitted,Full Service Restaurant,TBAN-7JCGWB,Eric S. Myers,171 Seminole Court,Charlottesville,Charlottesville City,VA,22901,Yes,No,Yes,Thomas Jefferson,CCA96EEC78D578CF852577FB004F2170,Asian Fusion,Full Service Restaurant,Routine,Eric S. Myers,12/13/2010 12:00:00 AM,2,3,0,,Smoke Free,CCA96EEC78D578CF852577FB004F2170
689C30B451E3D740852574C00045728F,Asian Fusion,Active,Permitted,Full Service Restaurant,TBAN-7JCGWB,Eric S. Myers,171 Seminole Court,Charlottesville,Charlottesville City,VA,22901,Yes,No,Yes,Thomas Jefferson,AB954BEE523D774D852578D80068B0DC,Asian Fusion,Full Service Restaurant,Routine,Eric S. Myers,5/7/11 0:00,1,0,0.8,,Smoke Free,AB954BEE523D774D852578D80068B0DC
68B51A7A93FA012A85257005005AF658,Kyoto Japanese,Active,Permitted,Full Service Restaurant,SWAS-6CHMH4,Reed Cranford,1864 Rio Hill Center,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,7C4F68E893F79AFE852577A00061AC9D,Kyoto Japanese,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,9/16/2010 12:00:00 AM,1,2,0,,Smoke Free,7C4F68E893F79AFE852577A00061AC9D
68B51A7A93FA012A85257005005AF658,Kyoto Japanese,Active,Permitted,Full Service Restaurant,SWAS-6CHMH4,Reed Cranford,1864 Rio Hill Center,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,1093ABE52E1F752185257816006CE6AD,Kyoto Japanese,Full Service Restaurant,Routine,Reed Cranford,12/1/11 0:00,3,2,0,,Smoke Free,1093ABE52E1F752185257816006CE6AD
68B51A7A93FA012A85257005005AF658,Kyoto Japanese,Active,Permitted,Full Service Restaurant,SWAS-6CHMH4,Reed Cranford,1864 Rio Hill Center,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,AB7C545B5756EFB4852578A20053D4D7,Kyoto Japanese,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,1/6/11 0:00,1,2,0,,Smoke Free,AB7C545B5756EFB4852578A20053D4D7
68BC8B25EB4B042588256B6C007ED0D0,Fluvanna County High School,Active,Permitted,Public Middle or High School Food Service,EBIE-57R2GE,Eric Stutz,3717 Central Plains Road,Palmyra,Fluvanna,Virginia,22963,Yes,No,Yes,Thomas Jefferson,FA403E5F1579115485257873004A9E52,Fluvanna County High School,Public Middle or High School Food Service,Routine,Eric Stutz,4/15/2011 12:00:00 AM,0,1,0,,Smoke Free,FA403E5F1579115485257873004A9E52
68BC8B25EB4B042588256B6C007ED0D0,Fluvanna County High School,Active,Permitted,Public Middle or High School Food Service,EBIE-57R2GE,Eric Stutz,3717 Central Plains Road,Palmyra,Fluvanna,Virginia,22963,Yes,No,Yes,Thomas Jefferson,4A5035DEB92DF4E1852577C30056B7C9,Fluvanna County High School,Public Middle or High School Food Service,Routine,Eric Stutz,10/21/2010 12:00:00 AM,0,3,1,,Smoke Free,4A5035DEB92DF4E1852577C30056B7C9
698F8EFC931EFA0088256B6C007ED3DA,Korean House Restaurant,Active,Permitted,Full Service Restaurant,TBAN-7H7NYJ,Eric S. Myers,221 Carlton Road #8,Charlottesville,Charlottesville City,VA,22902,Yes,No,Yes,Thomas Jefferson,23BFCD62F6C68904852577F10073756D,Korean House Restaurant,Full Service Restaurant,Routine,Eric S. Myers,6/12/10 0:00,0,5,0,,Smoke Free,23BFCD62F6C68904852577F10073756D
69A6FC2E903B647B852570CA0052D369,UVA - Wilsdorf Cafe,Active,Permitted,State College Food Service,DCHL-6JNKQ7,Eric Stutz,525 McCormick Road,Charlottesville,Charlottesville City,VA,22904,Yes,No,No,Thomas Jefferson,E8636E74D6C1C261852578550060FDF0,UVA - Wilsdorf Cafe,State College Food Service,Routine,Eric Stutz,3/16/2011 12:00:00 AM,0,0,0,,Smoke Free,E8636E74D6C1C261852578550060FDF0
69F5ED4E00F96B7E88256B6C007ECE96,Donut Connection,Active,Permitted,Fast Food Restaurant,SWAS-7XMQV3,Kelly Donahoe,1305 Long Street #B,Charlottesville,Charlottesville City,Virginia,22901,Yes,No,Yes,Thomas Jefferson,A1E94A6F9B3F873D852577F2005240AE,Donut Connection,Fast Food Restaurant,Routine,Kelly Donahoe,7/12/10 0:00,1,1,0.8,,Smoke Free,A1E94A6F9B3F873D852577F2005240AE
69F5ED4E00F96B7E88256B6C007ECE96,Donut Connection,Active,Permitted,Fast Food Restaurant,SWAS-7XMQV3,Kelly Donahoe,1305 Long Street #B,Charlottesville,Charlottesville City,Virginia,22901,Yes,No,Yes,Thomas Jefferson,810576E9FEA2FE0B852578B100612346,Donut Connection,Fast Food Restaurant,Routine,Kelly Donahoe,6/16/2011 12:00:00 AM,0,1,0.8,,Smoke Free,810576E9FEA2FE0B852578B100612346
6A16FDF8C7EE4E4E88256B6C007F123B,Vinny's New York Pizza,Active,Permitted,Full Service Restaurant,EBIE-57R2VL,Pamela Burke,8841 Seminole Trail,Ruckersville,Greene,Virginia,22968,Yes,Yes,Yes,Thomas Jefferson,1126B32D8665B7BB85257797005A9C3E,Vinny's New York Pizza,Full Service Restaurant,Routine,Pamela Burke,7/9/10 0:00,1,5,0,,Smoke Free,1126B32D8665B7BB85257797005A9C3E
6A16FDF8C7EE4E4E88256B6C007F123B,Vinny's New York Pizza,Active,Permitted,Full Service Restaurant,EBIE-57R2VL,Pamela Burke,8841 Seminole Trail,Ruckersville,Greene,Virginia,22968,Yes,Yes,Yes,Thomas Jefferson,ACDE04776C23661F85257856005ED710,Vinny's New York Pizza,Full Service Restaurant,Routine,Pamela Burke,3/17/2011 12:00:00 AM,1,6,0,,Smoke Free,ACDE04776C23661F85257856005ED710
6A5814560D0BDB9788256B6C007EDC5F,"Ivy Inn Restaurant, The",Active,Permitted,Full Service Restaurant,EBIE-57R2JW,Pamela Burke,2244 Old Ivy Road,Ivy,Albemarle,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,BAB63960B67A9AB3852577C2006A5B94,"Ivy Inn Restaurant, The",Full Service Restaurant,Risk Factor Assessment,Pamela Burke,10/20/2010 12:00:00 AM,0,0,0,,Smoke Free,BAB63960B67A9AB3852577C2006A5B94
6A5814560D0BDB9788256B6C007EDC5F,"Ivy Inn Restaurant, The",Active,Permitted,Full Service Restaurant,EBIE-57R2JW,Pamela Burke,2244 Old Ivy Road,Ivy,Albemarle,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,B105DF243D74A4E9852578B70067D6A5,"Ivy Inn Restaurant, The",Full Service Restaurant,Routine,Pamela Burke,6/22/2011 12:00:00 AM,1,2,0,,Smoke Free,B105DF243D74A4E9852578B70067D6A5
